index,target,timestamp,processId,threadId,parentProcessId,userId,mountNamespace,processName,hostName,eventId,eventName,stackAddresses,argsNum,returnValue,domain,type,protocol,pathname,flags,dev,inode,fd,statbuf,dirfd,mode,ruid,euid,rgid,egid,cap,sockfd,addr,addrlen,dirp,count,stack,parent_tid,child_tid,tls,option,arg2,arg3,arg4,arg5,pid,sig,target,oldfd,newfd,uid,argv,gid
101341,0,143.46913,7270,7270,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,devices,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101342,0,143.469168,7271,7271,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101343,0,143.469207,7276,7276,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101344,0,143.469245,7279,7279,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101345,0,143.469315,7274,7274,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,class,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101346,0,143.469358,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/,O_RDONLY|O_DIRECTORY|O_CLOEXEC|O_PATH,,,,,-100.0,1334116011,,,,,,,,,,,,,,,,,,,,,,,,,,,
101347,0,143.469399,7273,7273,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101348,0,143.469434,7280,7280,187,0,4026532217,systemd-udevd,1,257,openat,"[139692889304747, 8244250539049968489]",4,6,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_CLOEXEC,,,,,-100.0,3372969643,,,,,,,,,,,,,,,,,,,,,,,,,,,
101349,0,143.469437,7270,7270,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101350,0,143.469498,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,class,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101351,0,143.469513,7289,7289,187,0,4026532217,systemd-udevd,1,257,openat,[139692889305126],4,15,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3372970022,,,,,,,,,,,,,,,,,,,,,,,,,,,
101355,0,143.469622,7276,7276,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101356,0,143.469681,7274,7274,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101357,0,143.469727,7278,7278,187,0,4026532217,systemd-udevd,1,87,unlink,[],1,-2,,,,/run/udev/data/+cgroup:mm_struct(985:user@1000.service),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101358,0,143.469769,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,sys,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101360,0,143.469875,7279,7279,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,virtual,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101361,0,143.469913,7271,7271,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101364,0,143.47006,7275,7275,187,0,4026532217,systemd-udevd,1,21,access,[],2,-2,,,,/sys/subsystem/dmi/devices/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
101365,0,143.470107,7276,7276,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101368,0,143.47026,7271,7271,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101371,0,143.470392,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101376,0,143.470586,7275,7275,187,0,4026532217,systemd-udevd,1,21,access,[],2,-2,,,,/sys/bus/dmi/devices/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
101378,0,143.470653,7285,7285,187,0,4026532217,systemd-udevd,1,3,close,[139692889307527],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101379,0,143.470667,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101380,0,143.470712,7279,7279,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101381,0,143.470752,7283,7283,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFDE8C1D530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101382,0,143.47077,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101384,0,143.470851,7278,7278,187,0,4026532217,systemd-udevd,1,21,access,[],2,-2,,,,/sys/bus/dmi/devices/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
101385,0,143.470876,7284,7284,187,0,4026532217,systemd-udevd,1,5,fstat,"[139692889302665, 139692890201088]",2,0,,,,,,,,6.0,0x7FFDE8C22F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101386,0,143.470891,7272,7272,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101388,0,143.470997,7276,7276,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101389,0,143.47104,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,class,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101391,0,143.471162,7279,7279,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101394,0,143.471308,7270,7270,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101395,0,143.471346,7274,7274,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101396,0,143.471361,7288,7288,187,0,4026532217,systemd-udevd,1,5,fstat,"[139692889302665, 94285799688978]",2,0,,,,,,,,6.0,0x7FFDE8C1E6D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101400,0,143.471485,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101401,0,143.471528,7276,7276,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101402,0,143.471567,7273,7273,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101403,0,143.471588,7281,7281,187,0,4026532217,systemd-udevd,1,5,fstat,[139692889302665],2,0,,,,,,,,6.0,0x7FFDE8C1D530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101404,0,143.471604,7271,7271,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101409,0,143.471744,7279,7279,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101410,0,143.471758,7282,7282,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101411,0,143.471784,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/,O_RDONLY|O_DIRECTORY|O_CLOEXEC|O_PATH,,,,,-100.0,1334116011,,,,,,,,,,,,,,,,,,,,,,,,,,,
101415,0,143.47192,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101416,0,143.471957,7273,7273,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101417,0,143.472019,7274,7274,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101420,0,143.472097,7276,7276,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101421,0,143.472139,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101422,0,143.472184,7288,7288,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101424,0,143.472317,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,sys,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101427,0,143.472421,7272,7272,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101428,0,143.472464,7277,7277,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101429,0,143.472507,7276,7276,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101431,0,143.47255,7273,7273,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101433,0,143.472635,7274,7274,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101435,0,143.472705,7280,7280,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101436,0,143.472739,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101437,0,143.472777,7271,7271,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101438,0,143.472794,7282,7282,187,0,4026532217,systemd-udevd,1,257,openat,[139692889305126],4,15,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3372970022,,,,,,,,,,,,,,,,,,,,,,,,,,,
101439,0,143.472814,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101440,0,143.472851,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101441,0,143.472889,7273,7273,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101442,0,143.472926,7276,7276,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101445,0,143.473063,7271,7271,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101446,0,143.473109,7275,7275,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101447,0,143.47316,7272,7272,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101448,0,143.473199,7277,7277,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101449,0,143.473236,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101450,0,143.473278,7276,7276,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,devices,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101453,0,143.473396,7274,7274,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101454,0,143.473435,7272,7272,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101457,0,143.473518,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,class,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101458,0,143.473538,7281,7281,187,0,4026532217,systemd-udevd,1,3,close,[139692889307527],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101459,0,143.473564,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,class,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101460,0,143.473603,7270,7270,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101461,0,143.473645,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101462,0,143.473688,7273,7273,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101467,0,143.473957,7277,7277,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101470,0,143.474087,7287,7287,187,0,4026532217,systemd-udevd,1,87,unlink,"[139692889312827, 94285799992263]",1,-2,,,,/run/udev/data/+cgroup:kmalloc-512(985:user-runtime-dir@1000.service),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101471,0,143.474105,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101473,0,143.474161,7283,7283,187,0,4026532217,systemd-udevd,1,257,openat,[139692889305126],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,3372970022,,,,,,,,,,,,,,,,,,,,,,,,,,,
101476,0,143.474227,7279,7279,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/devices/virtual/dmi/id/uevent,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
101477,0,143.474285,7270,7270,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101480,0,143.474405,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101484,0,143.474634,7273,7273,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101485,0,143.474677,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,..,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101489,0,143.47482,7279,7279,187,0,4026532217,systemd-udevd,1,6,lstat,[],2,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,,,,,0x7FFC13B0D100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101490,0,143.474828,7284,7284,187,0,4026532217,systemd-udevd,1,3,close,[139692889307527],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101491,0,143.47486,7274,7274,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101494,0,143.475002,7276,7276,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101495,0,143.475029,7286,7286,187,0,4026532217,systemd-udevd,1,257,openat,[139692889305126],4,15,,,,cgroup,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3372970022,,,,,,,,,,,,,,,,,,,,,,,,,,,
101496,0,143.475039,7270,7270,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101497,0,143.475085,7271,7271,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101498,0,143.475091,7281,7281,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,3372970022,,,,,,,,,,,,,,,,,,,,,,,,,,,
101501,0,143.475233,7274,7274,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,devices,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101502,0,143.475282,7272,7272,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101504,0,143.475337,7279,7279,187,0,4026532217,systemd-udevd,1,1005,security_file_open,[],4,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_LARGEFILE,22.0,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101506,0,143.475406,7280,7280,187,0,4026532217,systemd-udevd,1,21,access,[],2,-2,,,,/sys/subsystem/dmi/devices/id,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
101507,0,143.475429,7273,7273,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/devices/virtual/dmi/id/uevent,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
101508,0,143.475476,7270,7270,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101509,0,143.47553,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101512,0,143.475607,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101514,0,143.475649,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,devices,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101516,0,143.475709,7274,7274,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101517,0,143.47575,7276,7276,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,dmi,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101518,0,143.475795,7272,7272,187,0,4026532217,systemd-udevd,1,21,access,[],2,0,,,,/sys/devices/virtual/dmi/id/uevent,,,,,,,F_OK,,,,,,,,,,,,,,,,,,,,,,,,,,,
101524,0,143.476081,7278,7278,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101525,0,143.476119,7274,7274,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101526,0,143.476157,7271,7271,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101527,0,143.476194,7276,7276,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101528,0,143.476255,7275,7275,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101529,0,143.476295,7279,7279,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0D190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101530,0,143.4763,7281,7281,187,0,4026532217,systemd-udevd,1,5,fstat,[139692889302665],2,0,,,,,,,,15.0,0x7FFDE8C1D530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101531,0,143.476343,7272,7272,187,0,4026532217,systemd-udevd,1,6,lstat,[],2,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,,,,,0x7FFC13B0D100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101532,0,143.47642,7270,7270,187,0,4026532217,systemd-udevd,1,6,lstat,[],2,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,,,,,0x7FFC13B0D100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101534,0,143.476505,7273,7273,187,0,4026532217,systemd-udevd,1,1005,security_file_open,[],4,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_LARGEFILE,22.0,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101537,0,143.476645,7278,7278,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,id,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,15.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101538,0,143.476678,7286,7286,187,0,4026532217,systemd-udevd,1,5,fstat,[139692889302665],2,0,,,,,,,,15.0,0x7FFDE8C22F00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101539,0,143.476695,7279,7279,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101540,0,143.476735,7276,7276,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101541,0,143.476753,7284,7284,187,0,4026532217,systemd-udevd,1,6,lstat,"[139692889302762, 94285799804399, 7089066529642014062]",2,0,,,,/sys/kernel,,,,,0x7FFDE8C22F30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101542,0,143.476793,7275,7275,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101544,0,143.476835,7272,7272,187,0,4026532217,systemd-udevd,1,1005,security_file_open,[],4,0,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_LARGEFILE,22.0,721.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101545,0,143.476843,7289,7289,187,0,4026532217,systemd-udevd,1,3,close,[],1,0,,,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101546,0,143.476884,7274,7274,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,15.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101547,0,143.476954,7278,7278,187,0,4026532217,systemd-udevd,1,5,fstat,[],2,0,,,,,,,,6.0,0x7FFC13B0BFF0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101548,0,143.476998,7271,7271,187,0,4026532217,systemd-udevd,1,257,openat,[],4,15,,,,virtual,O_RDONLY|O_NOFOLLOW|O_CLOEXEC|O_PATH,,,,,6.0,1334116390,,,,,,,,,,,,,,,,,,,,,,,,,,,
101549,0,143.477034,7273,7273,187,0,4026532217,systemd-udevd,1,257,openat,[],4,6,,,,/sys/devices/virtual/dmi/id/sys_vendor,O_RDONLY|O_CLOEXEC,,,,,-100.0,1334116011,,,,,,,,,,,,,,,,,,,,,,,,,,,
